Year,Car,Model,Kilometers,Fuel,Transmission,City Code,Price
2025,Tata,TIAGO EV,21.97k,Electric,Auto,TG-07,₹10.21 lakh
2011,Hyundai,i20 ,1.3l,Diesel,Manual,AP-10,₹1.42 lakh
2020,Tata,Tiago ,1.4l,Petrol,Manual,TS-35,₹3.17 lakh
2017,Volkswagen,Polo ,67.75k,Petrol,Manual,TS-07,₹3.95 lakh
2019,Hyundai, SANTRO,37.08k,Petrol,Manual,TS-10,₹2.93 lakh
2017,Tata,Tiago ,94.51k,Petrol,Manual,TS-35,₹2.70 lakh
2024,Toyota,Glanza ,21.62k,Petrol,Manual,TG-08,₹6.78 lakh
2021,Maruti,Celerio ,33.34k,Petrol,Manual,TS-15,₹3.52 lakh
2018,Maruti,Alto 800,59.30k,Petrol,Manual,TS-15,₹2.03 lakh
2015,Hyundai,Elite i20,1.1l,Petrol,Manual,TS-08,₹3.58 lakh
2017,Hyundai,Grand i10,63.25k,Petrol,Auto,TS-07,₹3.34 lakh
2016,Nissan,Micra ,72.98k,Petrol,Auto,TS-07,₹2.80 lakh
2021,Volkswagen,Polo ,79.94k,Petrol,Manual,TS-07,₹6.75 lakh
2017,Maruti,Swift ,48.20k,Diesel,Manual,TS-07,₹4.50 lakh
2014,Hyundai,Eon ,59.18k,Petrol,Manual,TS-08,₹1.68 lakh
2016,Maruti,Swift ,1.1l,Petrol,Manual,TS-15,₹3.69 lakh
2023,Maruti, Wagon-R,48.97k,Petrol,Manual,TS-05,₹4.02 lakh
2022,Tata,ALTROZ ,22.35k,Petrol,Auto,TS-10,₹6.94 lakh
2014,Hyundai,Grand i10,1.1l,Petrol,Auto,TS-09,₹2.84 lakh
2013,Maruti,Ritz ,59.39k,Petrol,Manual,AP-09,₹2.03 lakh
2018,Hyundai,i20 Active,47.23k,Petrol,Manual,TS-08,₹5.19 lakh
2017,Maruti,IGNIS ,77.26k,Petrol,Auto,TS-10,₹3.72 lakh
2020,Hyundai,GRAND I10,28.21k,Petrol,Auto,TS-09,₹5.35 lakh
2021,Toyota,Glanza ,51.25k,Petrol,Manual,TS-24,₹5.62 lakh
2017,Renault,Kwid ,78.11k,Petrol,Auto,TS-03,₹2.39 lakh
2016,Maruti,Celerio ,1.2l,Petrol,Manual,TS-15,₹2.15 lakh
2019,Tata,Tiago ,62.59k,Petrol,Manual,TS-08,₹4.15 lakh
2017,Maruti,IGNIS ,66.13k,Petrol,Manual,TS-08,₹3.77 lakh
2021,Maruti,Baleno ,72.25k,Petrol,Manual,TS-07,₹5.75 lakh
2013,Hyundai,i10 ,50.54k,Petrol,Auto,AP-28,₹2.79 lakh
2016,Hyundai,Grand i10,84.83k,Petrol,Manual,TS-08,₹2.96 lakh
2017,Hyundai,Elite i20,65.30k,Petrol,Manual,TS-05,₹4.47 lakh
2016,Maruti,Celerio ,91.71k,Petrol,Auto,TS-10,₹2.98 lakh
2018,Maruti,Celerio X,48.09k,Petrol,Manual,TS-13,₹3.65 lakh
2015,Hyundai,Grand i10,66.39k,Petrol,Manual,TS-07,₹3.45 lakh
2013,Maruti,Ritz ,74.97k,Petrol,Manual,AP-28,₹2.30 lakh
2022,Hyundai, I20,56.05k,Petrol,Manual,TS-07,₹8.23 lakh
2015,Hyundai,Grand i10,31.24k,Petrol,Manual,TS-13,₹3.20 lakh
2017,Maruti,Celerio ,56.59k,Petrol,Manual,TS-08,₹3.06 lakh
2018,Maruti,Celerio ,44.93k,Petrol,Auto,TS-07,₹3.74 lakh
2021,Renault,Kwid ,15.09k,Petrol,Auto,TS-09,₹4.11 lakh
2018,Hyundai,Grand i10,18.86k,Petrol,Manual,TS-12,₹3.95 lakh
2015,Maruti,Swift ,58.47k,Petrol,Manual,TS-07,₹3.99 lakh
2014,Honda,Brio ,83.99k,Petrol,Manual,TS-09,₹2.37 lakh
2021,Hyundai,GRAND I10,73.52k,Petrol,Auto,TS-09,₹6.27 lakh
2013,Maruti,Alto 800,50.14k,Petrol,Manual,MH-12,₹1.92 lakh
2015,Tata,Zest ,38.22k,Petrol,Manual,MH-12,₹3.05 lakh
2017,Toyota,Innova Crysta,1.4l,Diesel,Auto,MH-12,₹17.25 lakh
2016,Maruti,Wagon R,46.45k,Petrol,Auto,MH-04,₹3.13 lakh
2020,Maruti,Alto ,54.36k,CNG,Manual,MH-12,₹2.89 lakh
2022,Mahindra,XUV300 ,78.28k,Diesel,Manual,MH-27,₹8.43 lakh
2013,Hyundai,Verna ,76.33k,Petrol,Manual,MH-12,₹3.79 lakh
2019,Maruti,Dzire ,74.03k,Petrol,Manual,MH-12,₹5.17 lakh
2018,Maruti,Wagon R,52.91k,CNG,Manual,MH-14,₹3.62 lakh
2015,Maruti,Celerio ,36.28k,Petrol,Auto,MH-12,₹2.69 lakh
2018,Maruti,Celerio ,69.16k,Petrol,Auto,MH-14,₹4.12 lakh
2017,Maruti,Swift ,85.36k,Diesel,Manual,MH-12,₹5.58 lakh
2014,Hyundai,Verna ,87.37k,Diesel,Manual,MH-12,₹4.38 lakh
2017,Hyundai,Elite i20,34.86k,Petrol,Manual,MH-12,₹4.59 lakh
2019,Maruti,Dzire ,42.21k,Petrol,Manual,MH-14,₹4.81 lakh
2015,Honda,City ,57.11k,Petrol,Manual,MH-12,₹4.37 lakh
2018,Honda,Jazz ,37.26k,Petrol,Auto,MH-02,₹4.62 lakh
2016,Hyundai,Grand i10,44.54k,Petrol,Manual,MH-12,₹3.36 lakh
2021,Tata,NEXON ,79.82k,Diesel,Manual,MH-15,₹6.95 lakh
2018,Maruti,Baleno ,53.37k,Petrol,Manual,MH-12,₹4.61 lakh
2017,Maruti,Baleno ,84.17k,Petrol,Auto,MH-16,₹4.44 lakh
2019,Renault,Kwid ,14.06k,Petrol,Auto,MH-12,₹3.25 lakh
2015,Hyundai,Grand i10,1.2l,Petrol,Manual,MH-12,₹3.42 lakh
2017,Renault,Kwid ,31.48k,Petrol,Manual,MH-17,₹2.20 lakh
2013,Maruti,Wagon R,83.87k,Petrol,Manual,MH-14,₹2.25 lakh
2023,Audi,Q3 ,28.74k,Petrol,Auto,MH-46,₹40.00 lakh
2025,Hyundai,Creta ,3.21k,Diesel,Auto,MH-12,₹20.00 lakh
2023,Maruti,Baleno ,54.25k,CNG,Manual,MH-12,₹7.23 lakh
2017,Hyundai,Grand i10,34.73k,Petrol,Manual,MH-12,₹4.13 lakh
2013,Honda,Brio ,80.23k,Petrol,Manual,MH-12,₹2.19 lakh
2015,Hyundai,Grand i10,45.42k,Petrol,Manual,MH-12,₹3.58 lakh
2024,Honda,ELEVATE ,5.49k,Petrol,Auto,MH-12,₹15.75 lakh
2014,Hyundai,Grand i10,84.36k,Petrol,Manual,MH-12,₹2.81 lakh
2019,Maruti,Swift ,1.3l,Diesel,Auto,MH-14,₹5.61 lakh
2025,Mahindra,XEV 9e,9.79k,Electric,Auto,MH-12,₹27.10 lakh
2023,Toyota,INNOVA HYCROSS,48.42k,Hybrid,Auto,MH-14,₹30.75 lakh
2014,Hyundai,Xcent ,81.89k,Petrol,Manual,MH-12,₹2.73 lakh
2018,Hyundai,Elite i20,1.2l,Petrol,Manual,MH-20,₹5.14 lakh
2016,Tata,Tiago ,1.1l,Petrol,Manual,MH-04,₹2.11 lakh
2015,Hyundai,Grand i10,46.92k,Petrol,Manual,MH-04,₹3.30 lakh
2013,Mercedes,Benz E,40.55k,Petrol,Auto,MH-14,₹13.00 lakh
2020,Toyota,Innova Crysta,95.79k,Diesel,Auto,MH-03,₹22.75 lakh
2019,Tata,NEXON ,98.78k,Diesel,Auto,MH-14,₹6.97 lakh
2014,Hyundai,Xcent ,1.1l,Petrol,Manual,MH-01,₹2.46 lakh
2014,Honda,City ,1.1l,Petrol,Manual,MH-12,₹3.79 lakh
2013,Hyundai,i10 ,89.60k,CNG,Auto,MH-12,₹2.07 lakh
2022,Toyota,Innova Crysta,1.1l,Diesel,Auto,MH-12,₹23.75 lakh
2020,Maruti,S PRESSO,54.63k,Petrol,Manual,MH-12,₹3.30 lakh
2021,Hyundai, SANTRO,11.16k,Petrol,Manual,MH-36,₹4.26 lakh
2015,Datsun,Go Plus,59.92k,Petrol,Manual,MH-12,₹1.94 lakh
2023,Honda,Amaze ,56.14k,Petrol,Manual,MH-14,₹6.03 lakh
2017,Renault,Kwid ,1.3l,Petrol,Manual,MH-14,₹1.70 lakh
2021,Skoda,KUSHAQ ,34.09k,Petrol,Auto,MH-12,₹11.40 lakh
2013,Hyundai,i10 ,63.45k,Petrol,Manual,MH-12,₹1.88 lakh
2018,Maruti,IGNIS ,35.48k,Petrol,Manual,MH-16,₹3.71 lakh
2019,Hyundai,Grand i10,71.62k,Petrol,Manual,MH-14,₹4.01 lakh
2019,Hyundai, SANTRO,50.09k,CNG,Manual,MH-14,₹3.87 lakh
2016,Maruti,Swift Dzire,76.23k,Petrol,Manual,MH-20,₹3.06 lakh
2016,Datsun,Redi Go,98.76k,Petrol,Manual,MH-12,₹1.47 lakh
2023,Tata,ALTROZ ,20.24k,Petrol,Auto,MH-12,₹7.05 lakh
2021,Toyota,YARIS ,39.16k,Petrol,Manual,MH-14,₹6.46 lakh
2021,Maruti,IGNIS ,45.41k,Petrol,Auto,MH-14,₹5.14 lakh
2023,Maruti,JIMNY ,16.82k,Petrol,Auto,MH-15,₹12.06 lakh
2023,Toyota,Fortuner ,56.62k,Diesel,Auto,MH-12,₹50.00 lakh
2013,Hyundai,i10 ,1.0l,Petrol,Auto,MH-12,₹1.88 lakh
2017,Maruti,Celerio ,45.76k,Petrol,Manual,MH-14,₹3.09 lakh
2022,KIA,SELTOS ,45.85k,Petrol,Manual,MH-14,₹9.17 lakh
2019,Maruti,Dzire ,80.38k,Petrol,Auto,MH-40,₹4.27 lakh
2022,Hyundai,VENUE ,38.40k,Petrol,Manual,MH-14,₹7.00 lakh
2019,Maruti,Alto K10,30.38k,Petrol,Manual,MH-14,₹3.03 lakh
2017,Maruti,Swift ,69.45k,Petrol,Manual,MH-12,₹3.73 lakh
2019,Tata,Tiago ,83.50k,CNG,Manual,MH-14,₹3.89 lakh
2016,Renault,Kwid ,87.88k,Petrol,Manual,MH-15,₹1.69 lakh
2020,Datsun,Go Plus,76.78k,Petrol,Manual,MH-12,₹2.99 lakh
2016,Honda,Jazz ,34.71k,Petrol,Manual,MH-12,₹2.96 lakh
2019,Hyundai,VENUE ,27.09k,Petrol,Auto,MH-12,₹6.80 lakh
2014,Ford,Ecosport ,99.66k,Petrol,Manual,MH-12,₹2.82 lakh
2019,Honda,Amaze ,89.74k,Petrol,Manual,MH-12,₹4.40 lakh
2018,Hyundai,Verna ,87.16k,Petrol,Auto,MH-47,₹5.21 lakh
2015,Hyundai,Grand i10,1.1l,Petrol,Auto,MH-12,₹3.28 lakh
2023,BMW,Z4 ,28.88k,Petrol,Auto,MH-14,₹87.00 lakh
2023,MG,ASTOR ,16.25k,Petrol,Manual,MH-12,₹7.58 lakh
2013,Hyundai,Verna ,1.4l,Diesel,Manual,MH-14,₹3.34 lakh
2019,Tata,NEXON ,1.3l,Diesel,Manual,MH-12,₹5.28 lakh
2020,Tata,NEXON ,77.27k,Petrol,Auto,MH-14,₹5.67 lakh
2022,Maruti,Dzire ,45.79k,Petrol,Manual,MH-12,₹5.27 lakh
2021,KIA,SONET ,21.46k,Petrol,Manual,MH-12,₹6.91 lakh
2025,Maruti,Baleno ,7.39k,CNG,Manual,MH-12,₹7.98 lakh
2021,Hyundai,Creta ,29.43k,Petrol,Manual,MH-20,₹8.14 lakh
2020,MG,HECTOR ,41.96k,Petrol,Manual,MH-49,₹8.76 lakh
2014,Maruti,Ritz ,65.04k,Petrol,Manual,MH-12,₹1.81 lakh
2017,Tata,Tiago ,68.19k,Petrol,Auto,MH-19,₹2.88 lakh
2017,Hyundai,Creta ,70.97k,Petrol,Manual,MH-14,₹6.03 lakh
2016,Renault,Kwid ,85.17k,Petrol,Manual,MH-14,₹1.73 lakh
2019,Honda,Amaze ,88.31k,Diesel,Manual,MH-27,₹4.86 lakh
2015,Hyundai,Grand i10,36.78k,Petrol,Auto,MH-47,₹3.69 lakh
2020,Tata,Harrier ,96.14k,Diesel,Auto,MH-14,₹12.56 lakh
2016,Maruti,Swift Dzire,59.17k,Petrol,Manual,MH-14,₹4.22 lakh
2021,Tata,ALTROZ ,98.46k,Diesel,Manual,MH-12,₹5.83 lakh
2020,Tata,ALTROZ ,33.19k,Petrol,Manual,MH-14,₹4.48 lakh
2017,Maruti,Baleno ,89.48k,Petrol,Manual,MH-14,₹3.73 lakh
2023,Tata,TIGOR ,46.18k,CNG,Manual,MH-14,₹5.95 lakh
2021,Maruti,Ertiga ,53.74k,Petrol,Auto,MH-12,₹7.78 lakh
2016,Renault,Kwid ,31.98k,Petrol,Manual,MH-14,₹1.77 lakh
2013,Honda,Amaze ,66.92k,Petrol,Manual,MH-12,₹2.70 lakh
2024,KIA,CARENS ,4.58k,Diesel,Manual,MH-12,₹17.00 lakh
2021,Hyundai,VENUE ,1.2l,Petrol,Manual,MH-12,₹6.49 lakh
2014,Honda,City ,58.01k,Petrol,Manual,MH-02,₹2.90 lakh
2024,Maruti,Baleno ,13.52k,Petrol,Manual,MH-12,₹6.89 lakh
2018,Maruti,Wagon R,67.75k,CNG,Manual,MH-46,₹2.85 lakh
2018,Maruti,Celerio X,1.3l,Petrol,Manual,MH-12,₹2.92 lakh
2016,Mahindra,Kuv100 ,90.52k,Diesel,Manual,MH-04,₹2.30 lakh
2023,Tata,PUNCH ,44.54k,Petrol,Manual,MH-14,₹5.15 lakh
2016,Tata,Tiago ,82.95k,Petrol,Manual,MH-14,₹2.90 lakh
2020,Renault,TRIBER ,40.85k,Petrol,Auto,MH-12,₹4.62 lakh
2016,Renault,Kwid ,75.70k,Petrol,Manual,MH-14,₹2.12 lakh
2019,Renault,Kwid ,22.12k,Petrol,Manual,MH-12,₹2.65 lakh
2013,Hyundai,i10 ,1.2l,Petrol,Manual,MH-12,₹1.94 lakh
2013,Maruti,Swift Dzire,72.85k,Petrol,Manual,MH-12,₹2.54 lakh
2013,Maruti,Wagon R,64.60k,CNG,Manual,MH-14,₹1.98 lakh
2015,Maruti,Swift Dzire,83.23k,Petrol,Manual,MH-43,₹3.23 lakh
2021,KIA,SONET ,40.36k,Petrol,Manual,MH-12,₹6.57 lakh
2018,Datsun,Redi Go,1.0l,Petrol,Manual,MH-12,₹1.69 lakh
2020,Hyundai,GRAND I10,33.02k,Petrol,Auto,MH-12,₹5.14 lakh
2019,Renault,Duster ,54.05k,CNG,Auto,MH-12,₹4.87 lakh
2018,Tata,Tiago ,22.07k,Petrol,Auto,MH-12,₹3.75 lakh
2014,Hyundai,i10 ,59.96k,Petrol,Manual,MH-12,₹1.92 lakh
2019,Hyundai,Creta ,17.24k,Petrol,Manual,MH-12,₹7.45 lakh
2014,Maruti,Swift Dzire,1.5l,Petrol,Manual,MH-16,₹2.70 lakh
2017,Tata,Tiago ,46.33k,CNG,Manual,MH-14,₹3.24 lakh
2019,Hyundai,Grand i10,45.78k,CNG,Manual,MH-01,₹3.18 lakh
2016,Maruti,Ciaz ,75.49k,Petrol,Manual,MH-14,₹4.10 lakh
2023,Tata,PUNCH ,61.41k,CNG,Manual,MH-12,₹6.61 lakh
2018,Maruti,IGNIS ,61.71k,Petrol,Manual,MH-46,₹3.17 lakh
2016,Maruti,Alto 800,84.18k,Petrol,Manual,MH-14,₹1.94 lakh
2014,Hyundai,i10 ,75.83k,Petrol,Manual,MH-43,₹2.39 lakh
2022,Hyundai,GRAND I10,1.4l,CNG,Manual,MH-12,₹4.86 lakh
2016,Volkswagen,Polo ,76.93k,Petrol,Manual,MH-12,₹3.85 lakh
2013,Maruti,Zen Estilo,1.1l,CNG,Manual,MH-14,₹1.79 lakh
2017,Hyundai,Verna ,48.40k,Petrol,Manual,MH-47,₹5.08 lakh
2018,Renault,Kwid ,1.1l,Petrol,Manual,MH-20,₹1.93 lakh
2021,Mahindra,XUV700 ,83.43k,Petrol,Manual,MH-14,₹11.56 lakh
2019,Renault,Kwid ,30.50k,Petrol,Manual,MH-20,₹2.50 lakh
2016,Renault,Kwid ,66.04k,Petrol,Manual,MH-09,₹1.76 lakh
2017,Maruti,IGNIS ,57.78k,Petrol,Manual,MH-12,₹3.01 lakh
2018,Skoda,Rapid ,1.0l,Diesel,Manual,MH-12,₹4.99 lakh
2018,Tata,Tiago ,1.5l,Diesel,Manual,MH-14,₹3.50 lakh
2018,Tata,Tiago ,41.94k,Petrol,Auto,MH-01,₹3.09 lakh
2016,Hyundai,Verna ,31.27k,Petrol,Manual,MH-14,₹4.50 lakh
2017,Hyundai,Grand i10,18.10k,Petrol,Manual,MH-12,₹3.59 lakh
2021,Maruti,Vitara Brezza,95.82k,Petrol,Manual,MH-14,₹6.90 lakh
2022,Maruti,Ciaz ,50.29k,Petrol,Manual,MH-12,₹6.88 lakh
2016,Tata,Tiago ,81.75k,Petrol,Manual,MH-12,₹2.84 lakh
2023,KIA,CARENS ,35.36k,Petrol,Manual,MH-12,₹10.25 lakh
2014,Nissan,Sunny ,99.43k,Diesel,Manual,MH-12,₹2.54 lakh
2013,Toyota,Etios ,82.97k,Petrol,Manual,MH-14,₹2.03 lakh
2015,Hyundai,Grand i10,71.43k,Petrol,Manual,MH-14,₹3.41 lakh
2022,Renault,Kwid ,30.73k,Petrol,Manual,MH-14,₹3.33 lakh
2018,Maruti,Alto 800,59.56k,CNG,Manual,MH-14,₹2.75 lakh
2019,Maruti,Celerio ,89.56k,Petrol,Manual,MH-12,₹3.61 lakh
2019,Hyundai,Elite i20,37.59k,Petrol,Manual,MH-48,₹4.73 lakh
2015,Ford,Figo Aspire,1.2l,Diesel,Manual,MH-12,₹3.30 lakh
2017,Hyundai,i20 Active,89.71k,Petrol,Manual,MH-12,₹4.19 lakh
2021,Renault,Kwid ,50.94k,CNG,Manual,MH-14,₹3.31 lakh
2018,Nissan,Terrano ,38.25k,Diesel,Auto,MH-12,₹5.72 lakh
2016,Renault,Kwid ,85.40k,Petrol,Manual,MH-14,₹1.98 lakh
2017,Hyundai,Eon ,50.72k,Petrol,Manual,MH-12,₹2.68 lakh
2021,Tata,NEXON ,37.34k,Petrol,Auto,MH-12,₹6.69 lakh
2016,Hyundai,Eon ,69.95k,Petrol,Manual,MH-14,₹1.81 lakh
2015,Maruti,Celerio ,68.76k,CNG,Manual,MH-12,₹2.89 lakh
2022,Tata,TIGOR ,27.92k,CNG,Manual,MH-14,₹5.62 lakh
2017,Maruti,Alto 800,36.36k,Petrol,Manual,MH-14,₹2.48 lakh
2016,Maruti,Wagon R,66.35k,Petrol,Auto,MH-12,₹2.58 lakh
2014,Maruti,Celerio ,79.22k,Petrol,Manual,MH-12,₹2.54 lakh
2016,Hyundai,Grand i10,67.31k,Petrol,Manual,MH-12,₹3.66 lakh
2012,Hyundai,i20 ,79.68k,Petrol,Manual,MH-04,₹2.22 lakh
2023,Mahindra,Thar ,3.30k,Diesel,Manual,MH-20,₹15.10 lakh
2021,Maruti, Wagon-R,48.54k,Petrol,Manual,MH-14,₹4.19 lakh
2015,Maruti,Celerio ,40.08k,Petrol,Auto,MH-12,₹2.98 lakh
2013,Maruti,Swift ,35.57k,Petrol,Manual,MH-14,₹2.83 lakh
2022,Maruti,Dzire ,33.27k,Petrol,Auto,MH-11,₹5.84 lakh
2023,Maruti,Grand Vitara,65.48k,CNG,Manual,MH-12,₹10.50 lakh
2023,Maruti,Alto K10,38.61k,Petrol,Manual,MH-09,₹3.93 lakh
2017,Maruti,Ciaz ,54.93k,Petrol,Manual,MH-43,₹4.28 lakh
2019,Hyundai,Elite i20,67.50k,Petrol,Manual,MH-46,₹4.18 lakh
2018,Toyota,YARIS ,16.58k,Petrol,Auto,MH-12,₹6.40 lakh
2019,Tata,NEXON ,40.55k,Petrol,Manual,MH-14,₹4.97 lakh
2018,Maruti,IGNIS ,74.31k,Petrol,Auto,MH-20,₹3.71 lakh
2022,Hyundai,GRAND I10,16.55k,Petrol,Manual,MH-11,₹4.80 lakh
2014,Maruti,Alto 800,73.21k,Petrol,Manual,MH-12,₹1.55 lakh
2019,Maruti,Vitara Brezza,83.56k,Diesel,Auto,MH-12,₹7.50 lakh
2019,Tata,TIGOR ,53.99k,Petrol,Manual,MH-14,₹4.19 lakh
2020,Hyundai, SANTRO,37.15k,Petrol,Auto,MH-20,₹3.41 lakh
2020,KIA,SELTOS ,43.82k,Petrol,Manual,MH-12,₹8.32 lakh
2013,Maruti,Alto 800,77.27k,Petrol,Manual,MH-06,₹1.69 lakh
2017,Maruti,Wagon R,89.06k,Petrol,Auto,MH-12,₹2.97 lakh
2015,Hyundai,Elite i20,65.78k,Petrol,Manual,MH-04,₹3.43 lakh
2022,Maruti,Baleno ,29.22k,Petrol,Manual,MH-12,₹5.75 lakh
2016,Hyundai,Elite i20,93.25k,CNG,Manual,MH-12,₹4.10 lakh
2017,Skoda,Rapid ,1.2l,Petrol,Manual,MH-12,₹3.99 lakh
2017,Maruti,Baleno ,92.48k,Petrol,Manual,MH-12,₹4.08 lakh
2015,Maruti,Alto 800,22.95k,Petrol,Manual,MH-14,₹1.99 lakh
2021,Honda,WR-V ,39.05k,Petrol,Manual,MH-12,₹6.32 lakh
2015,Hyundai,Grand i10,76.81k,Petrol,Manual,MH-12,₹3.22 lakh
2021,Hyundai,GRAND I10,41.18k,Petrol,Manual,MH-12,₹5.35 lakh
2024,Tata,TIGOR ,14.26k,CNG,Auto,MH-12,₹7.25 lakh
2019,Hyundai,Elite i20,46.28k,Petrol,Manual,MH-14,₹5.35 lakh
2013,Maruti,Swift Dzire,93.34k,CNG,Manual,MH-04,₹3.03 lakh
2017,Honda,Jazz ,78.12k,Petrol,Auto,MH-01,₹3.67 lakh
2014,Toyota,Etios ,81.69k,Petrol,Manual,MH-12,₹2.66 lakh
2016,Maruti,Alto 800,1.1l,Petrol,Manual,MH-14,₹2.12 lakh
2019,Tata,NEXON ,94.90k,CNG,Auto,MH-14,₹5.75 lakh
2021,MG,HECTOR ,20.83k,Petrol,Auto,MH-12,₹10.24 lakh
2023,KIA,SONET ,28.54k,Petrol,Manual,MH-14,₹7.50 lakh
2017,Maruti,IGNIS ,1.1l,Petrol,Manual,MH-16,₹3.27 lakh
2024,KIA,SELTOS ,19.00k,Diesel,Auto,MH-12,₹17.30 lakh
2017,Tata,TIGOR ,50.28k,Petrol,Manual,MH-14,₹4.06 lakh
2017,Mahindra,XUV500 ,96.27k,Diesel,Manual,MH-12,₹6.25 lakh
2014,Maruti,Ertiga ,47.93k,CNG,Manual,MH-05,₹5.61 lakh
2025,Tata,NEXON ,15.52k,CNG,Manual,MH-14,₹12.03 lakh
2017,Maruti,Swift ,40.78k,Petrol,Manual,MH-04,₹4.09 lakh
2016,Ford,Ecosport ,64.21k,Petrol,Auto,MH-12,₹4.42 lakh
2018,Renault,Kwid ,24.62k,Petrol,Auto,MH-12,₹2.83 lakh
2018,Mahindra,MARAZZO ,85.22k,Diesel,Manual,MH-14,₹5.60 lakh
2017,Maruti,Ciaz ,60.25k,Diesel,Manual,MH-20,₹5.61 lakh
2012,Maruti,Alto 800,82.14k,Petrol,Manual,MH-12,₹1.39 lakh
2016,Maruti,Wagon R,1.5l,Petrol,Manual,MH-12,₹2.23 lakh
2022,MG,ASTOR ,52.38k,Petrol,Manual,MH-32,₹7.61 lakh
2016,Tata,Tiago ,97.72k,CNG,Manual,MH-02,₹3.07 lakh
2022,Tata,Tiago ,24.61k,CNG,Manual,MH-12,₹4.68 lakh
2021,Tata,ALTROZ ,48.31k,Petrol,Manual,MH-27,₹5.03 lakh
2014,Honda,CRV ,48.29k,Petrol,Auto,MH-02,₹5.62 lakh
2021,Mahindra,Thar ,24.59k,Diesel,Manual,MH-12,₹10.88 lakh
2021,Maruti,Baleno ,28.72k,Petrol,Manual,MH-12,₹5.56 lakh
2014,Tata,Zest ,61.92k,Petrol,Manual,MH-14,₹2.35 lakh
2022,Maruti,XL6 ,35.18k,Petrol,Manual,MH-12,₹9.38 lakh
2015,Volkswagen,Polo ,34.16k,Petrol,Manual,MH-27,₹3.84 lakh
2013,Ford,Figo ,1.4l,Diesel,Manual,MH-12,₹1.71 lakh
2016,Renault,Kwid ,94.14k,CNG,Manual,MH-12,₹2.21 lakh
2023,Tata,PUNCH ,42.84k,CNG,Manual,MH-09,₹6.88 lakh
2016,Renault,Pulse ,22.61k,Petrol,Manual,MH-14,₹2.24 lakh
2017,Maruti,Swift ,1.3l,Petrol,Manual,MH-12,₹3.86 lakh
2023,Hyundai,VENUE ,20.81k,Petrol,Auto,MH-12,₹9.75 lakh
2015,Honda,City ,34.89k,Petrol,Manual,MH-12,₹3.92 lakh
2015,Skoda,Octavia ,1.2l,Petrol,Auto,MH-12,₹4.15 lakh
2013,Hyundai, Elantra,34.86k,Petrol,Manual,MH-43,₹3.90 lakh
2014,Hyundai,Grand i10,77.84k,Petrol,Manual,MH-14,₹2.82 lakh
2023,Tata,Tiago ,23.14k,Petrol,Auto,MH-12,₹5.69 lakh
2021,Ford,FREESTYLE ,87.22k,Petrol,Manual,MH-14,₹4.18 lakh
2016,Maruti,Ciaz ,88.28k,CNG,Manual,MH-14,₹4.33 lakh
2016,Maruti,Alto K10,48.57k,Petrol,Auto,MH-06,₹2.15 lakh
2013,Hyundai,i10 ,94.39k,CNG,Manual,MH-14,₹1.68 lakh
2016,Toyota,Innova Crysta,79.77k,Diesel,Manual,MH-47,₹15.25 lakh
2022,Maruti,S PRESSO,23.40k,Petrol,Manual,MH-14,₹3.44 lakh
2022,Tata,Tiago ,35.14k,CNG,Manual,MH-12,₹5.08 lakh
2018,Jeep,Compass ,98.81k,Diesel,Manual,MH-12,₹8.28 lakh
2022,Renault,Kiger ,25.08k,Petrol,Auto,MH-20,₹5.63 lakh
2014,Maruti,Swift Dzire,45.89k,Petrol,Manual,MH-03,₹3.20 lakh
2013,Hyundai,i10 ,91.58k,Petrol,Manual,MH-12,₹1.72 lakh
2016,Hyundai,Elite i20,1.1l,Diesel,Manual,MH-36,₹4.63 lakh
2013,Hyundai,i10 ,17.65k,Petrol,Manual,MH-14,₹1.96 lakh
2024,Tata,NEXON ,22.29k,Diesel,Manual,MH-12,₹9.30 lakh
2023,KIA,CARENS ,16.06k,Diesel,Auto,MH-12,₹17.00 lakh
2015,Honda,City ,65.27k,Petrol,Manual,MH-02,₹3.97 lakh
2017,Hyundai,Eon ,65.11k,Petrol,Manual,MH-12,₹2.22 lakh
2016,Hyundai,Xcent ,64.72k,Petrol,Manual,MH-14,₹3.61 lakh
2019,Tata,TIGOR ,72.77k,Petrol,Manual,MH-12,₹4.15 lakh
2017,Maruti,Celerio ,69.93k,CNG,Manual,MH-12,₹3.37 lakh
2020,Maruti,Dzire ,52.69k,Petrol,Auto,MH-12,₹5.22 lakh
2018,Maruti,Baleno ,55.67k,Petrol,Manual,MH-12,₹4.66 lakh
2018,Hyundai,Eon ,63.29k,Petrol,Manual,MH-12,₹2.08 lakh
2017,Honda,City ,1.2l,Petrol,Auto,MH-15,₹5.54 lakh
2019,Ford,Ecosport ,38.06k,Petrol,Manual,MH-49,₹5.81 lakh
2015,Maruti,Wagon R,95.67k,CNG,Manual,MH-04,₹2.35 lakh
2013,Hyundai,i10 ,96.69k,CNG,Manual,MH-14,₹1.96 lakh
2013,Honda,Amaze ,1.2l,Petrol,Manual,MH-24,₹2.65 lakh
2015,Hyundai,Grand i10,71.73k,Petrol,Manual,MH-14,₹2.92 lakh
2022,Maruti,XL6 ,19.62k,Petrol,Manual,MH-12,₹9.49 lakh
2018,Renault,Kwid ,47.89k,Petrol,Auto,MH-12,₹2.59 lakh
2012,Maruti,Swift Dzire,65.84k,Petrol,Manual,MH-04,₹2.36 lakh
